Protein,Protein ID,Control,Treatment,Difference
sp|Q6DD88|ATLA3_HUMAN,Q6DD88,9,0,-9
sp|Q6IBS0|TWF2_HUMAN,Q6IBS0,9,0,-9
sp|Q6NZI2|CAVN1_HUMAN,Q6NZI2,9,0,-9
sp|Q6YN16|HSDL2_HUMAN,Q6YN16,9,0,-9
sp|Q7L2H7|EIF3M_HUMAN,Q7L2H7,9,0,-9
sp|Q86X76|NIT1_HUMAN,Q86X76,9,0,-9
sp|Q8N1F7|NUP93_HUMAN,Q8N1F7,9,0,-9
sp|Q8NBJ5|GT251_HUMAN,Q8NBJ5,9,0,-9
sp|Q8ND56|LS14A_HUMAN,Q8ND56,9,0,-9
sp|Q92890|UFD1_HUMAN,Q92890,9,0,-9
sp|Q96C19|EFHD2_HUMAN,Q96C19,9,0,-9
sp|Q96KR1|ZFR_HUMAN,Q96KR1,9,0,-9
sp|Q99439|CNN2_HUMAN,Q99439,9,0,-9
sp|Q99543|DNJC2_HUMAN,Q99543,9,0,-9
sp|Q99873|ANM1_HUMAN,Q99873,9,0,-9
sp|Q9BR76|COR1B_HUMAN,Q9BR76,9,0,-9
sp|Q9BY32|ITPA_HUMAN,Q9BY32,9,0,-9
sp|Q9BZF9|UACA_HUMAN,Q9BZF9,9,0,-9
sp|Q9BZZ5|API5_HUMAN,Q9BZZ5,9,0,-9
sp|Q9H098|F107B_HUMAN,Q9H098,9,0,-9
sp|Q9H2U2|IPYR2_HUMAN,Q9H2U2,9,0,-9
sp|Q9H4G0|E41L1_HUMAN,Q9H4G0,9,0,-9
sp|Q9HAV7|GRPE1_HUMAN,Q9HAV7,9,0,-9
sp|Q9NP81|SYSM_HUMAN,Q9NP81,9,0,-9
sp|Q9NQG5|RPR1B_HUMAN,Q9NQG5,9,0,-9
sp|Q9NUQ9|CYRIB_HUMAN,Q9NUQ9,9,0,-9
sp|Q9NXG2|THUM1_HUMAN,Q9NXG2,9,0,-9
sp|Q9NY33|DPP3_HUMAN,Q9NY33,9,0,-9
sp|Q9UBI6|GBG12_HUMAN,Q9UBI6,9,0,-9
sp|Q9UIJ7|KAD3_HUMAN,Q9UIJ7,9,0,-9
sp|Q9UPT5|EXOC7_HUMAN,Q9UPT5,9,0,-9
sp|Q9Y281|COF2_HUMAN,Q9Y281,9,0,-9
sp|Q9Y2B0|CNPY2_HUMAN,Q9Y2B0,9,0,-9
sp|Q9Y2Q3|GSTK1_HUMAN,Q9Y2Q3,9,0,-9
sp|Q9Y3B7|RM11_HUMAN,Q9Y3B7,9,0,-9
sp|Q9Y570|PPME1_HUMAN,Q9Y570,9,0,-9
sp|Q9Y5M8|SRPRB_HUMAN,Q9Y5M8,9,0,-9
sp|O00170|AIP_HUMAN,O00170,8,0,-8
sp|O00233|PSMD9_HUMAN,O00233,8,0,-8
sp|O00560|SDCB1_HUMAN,O00560,8,0,-8
sp|O14579|COPE_HUMAN,O14579,8,0,-8
sp|O14744|ANM5_HUMAN,O14744,8,0,-8
sp|O14974|MYPT1_HUMAN,O14974,8,0,-8
sp|O15372|EIF3H_HUMAN,O15372,8,0,-8
sp|O43684|BUB3_HUMAN,O43684,8,0,-8
sp|O43809|CPSF5_HUMAN,O43809,8,0,-8
sp|O60841|IF2P_HUMAN,O60841,8,0,-8
sp|O75947|ATP5H_HUMAN,O75947,8,0,-8
sp|O95361|TRI16_HUMAN,O95361,8,0,-8
sp|O95373|IPO7_HUMAN,O95373,8,0,-8
sp|P00813|ADA_HUMAN,P00813,8,0,-8
sp|P04181|OAT_HUMAN,P04181,8,0,-8
sp|P06280|AGAL_HUMAN,P06280,8,0,-8
sp|P09417|DHPR_HUMAN,P09417,8,0,-8
sp|P0CG39|POTEJ_HUMAN,P0CG39,8,0,-8
sp|P10253|LYAG_HUMAN,P10253,8,0,-8
sp|P11047|LAMC1_HUMAN,P11047,8,0,-8
sp|P14735|IDE_HUMAN,P14735,8,0,-8
sp|P15586|GNS_HUMAN,P15586,8,0,-8
sp|P19404|NDUV2_HUMAN,P19404,8,0,-8
sp|P20340|RAB6A_HUMAN,P20340,8,0,-8
sp|P20618|PSB1_HUMAN,P20618,8,0,-8
sp|P25205|MCM3_HUMAN,P25205,8,0,-8
sp|P26640|SYVC_HUMAN,P26640,8,0,-8
sp|P26885|FKBP2_HUMAN,P26885,8,0,-8
sp|P28074|PSB5_HUMAN,P28074,8,0,-8
sp|P30046|DOPD_HUMAN,P30046,8,0,-8
sp|P30419|NMT1_HUMAN,P30419,8,0,-8
sp|P30626|SORCN_HUMAN,P30626,8,0,-8
sp|P31150|GDIA_HUMAN,P31150,8,0,-8
sp|P33240|CSTF2_HUMAN,P33240,8,0,-8
sp|P33991|MCM4_HUMAN,P33991,8,0,-8
sp|P35080|PROF2_HUMAN,P35080,8,0,-8
sp|P36405|ARL3_HUMAN,P36405,8,0,-8
sp|P37108|SRP14_HUMAN,P37108,8,0,-8
sp|P38606|VATA_HUMAN,P38606,8,0,-8
sp|P39656|OST48_HUMAN,P39656,8,0,-8
sp|P41227|NAA10_HUMAN,P41227,8,0,-8
sp|P42766|RL35_HUMAN,P42766,8,0,-8
sp|P42892|ECE1_HUMAN,P42892,8,0,-8
sp|P46063|RECQ1_HUMAN,P46063,8,0,-8
sp|P48444|COPD_HUMAN,P48444,8,0,-8
sp|P49257|LMAN1_HUMAN,P49257,8,0,-8
sp|P49458|SRP09_HUMAN,P49458,8,0,-8
sp|P50579|MAP2_HUMAN,P50579,8,0,-8
sp|P51812|KS6A3_HUMAN,P51812,8,0,-8
sp|P52948|NUP98_HUMAN,P52948,8,0,-8
sp|P53041|PPP5_HUMAN,P53041,8,0,-8
sp|P53597|SUCA_HUMAN,P53597,8,0,-8
sp|P54652|HSP72_HUMAN,P54652,8,0,-8
sp|P55010|IF5_HUMAN,P55010,8,0,-8
sp|P55145|MANF_HUMAN,P55145,8,0,-8
sp|P55769|NH2L1_HUMAN,P55769,8,0,-8
sp|P56537|IF6_HUMAN,P56537,8,0,-8
sp|P58546|MTPN_HUMAN,P58546,8,0,-8
sp|P60891|PRPS1_HUMAN,P60891,8,0,-8
sp|P61254|RL26_HUMAN,P61254,8,0,-8
sp|P61513|RL37A_HUMAN,P61513,8,0,-8
sp|P62266|RS23_HUMAN,P62266,8,0,-8
sp|P68400|CSK21_HUMAN,P68400,8,0,-8
sp|P78347|GTF2I_HUMAN,P78347,8,0,-8
sp|P83731|RL24_HUMAN,P83731,8,0,-8
sp|P98179|RBM3_HUMAN,P98179,8,0,-8
sp|Q01650|LAT1_HUMAN,Q01650,8,0,-8
sp|Q03135|CAV1_HUMAN,Q03135,8,0,-8
sp|Q08752|PPID_HUMAN,Q08752,8,0,-8
sp|Q08J23|NSUN2_HUMAN,Q08J23,8,0,-8
sp|Q12765|SCRN1_HUMAN,Q12765,8,0,-8
sp|Q12929|EPS8_HUMAN,Q12929,8,0,-8
sp|Q13501|SQSTM_HUMAN,Q13501,8,0,-8
sp|Q13547|HDAC1_HUMAN,Q13547,8,0,-8
sp|Q14116|IL18_HUMAN,Q14116,8,0,-8
sp|Q14254|FLOT2_HUMAN,Q14254,8,0,-8
sp|Q15021|CND1_HUMAN,Q15021,8,0,-8
sp|Q15165|PON2_HUMAN,Q15165,8,0,-8
sp|Q15417|CNN3_HUMAN,Q15417,8,0,-8
