Protein,Protein ID,Control,Treatment,LogFC
sp|Q9BXV9|GON7_HUMAN,Q9BXV9,2,0,-Inf
sp|Q9BY32|ITPA_HUMAN,Q9BY32,9,4,-1.1699250014423124
sp|Q9BY44|EIF2A_HUMAN,Q9BY44,8,4,-1
sp|Q9BY77|PDIP3_HUMAN,Q9BY77,4,0,-Inf
sp|Q9BYD1|RM13_HUMAN,Q9BYD1,6,7,0.22239242133644802
sp|Q9BYJ9|YTHD1_HUMAN,Q9BYJ9,8,0,-Inf
sp|Q9BYN0|SRXN1_HUMAN,Q9BYN0,5,1,-2.321928094887362
sp|Q9BYT8|NEUL_HUMAN,Q9BYT8,12,17,0.5025003405291834
sp|Q9BZE1|RM37_HUMAN,Q9BZE1,3,2,-0.5849625007211563
sp|Q9BZE9|ASPC1_HUMAN,Q9BZE9,6,0,-Inf
sp|Q9BZF9|UACA_HUMAN,Q9BZF9,9,8,-0.16992500144231246
sp|Q9BZK7|TBL1R_HUMAN,Q9BZK7,2,0,-Inf
sp|Q9BZX2|UCK2_HUMAN,Q9BZX2,2,2,0
sp|Q9BZZ5|API5_HUMAN,Q9BZZ5,9,1,-3.1699250014423126
sp|Q9C0C2|TB182_HUMAN,Q9C0C2,27,11,-1.2954558835261714
sp|Q9C0C9|UBE2O_HUMAN,Q9C0C9,2,0,-Inf
sp|Q9C0J8|WDR33_HUMAN,Q9C0J8,2,0,-Inf
sp|Q9GZL7|WDR12_HUMAN,Q9GZL7,3,2,-0.5849625007211563
sp|Q9GZN8|CT027_HUMAN,Q9GZN8,2,0,-Inf
sp|Q9GZP8|IMUP_HUMAN,Q9GZP8,7,2,-1.8073549220576042
sp|Q9GZQ3|COMD5_HUMAN,Q9GZQ3,2,0,-Inf
sp|Q9GZS3|WDR61_HUMAN,Q9GZS3,8,7,-0.19264507794239588
sp|Q9GZT3|SLIRP_HUMAN,Q9GZT3,10,11,0.13750352374993502
sp|Q9GZT9|EGLN1_HUMAN,Q9GZT9,5,3,-0.7369655941662062
sp|Q9GZY8|MFF_HUMAN,Q9GZY8,4,1,-2
sp|Q9GZZ1|NAA50_HUMAN,Q9GZZ1,10,1,-3.321928094887362
sp|Q9H061|T126A_HUMAN,Q9H061,2,2,0
sp|Q9H074|PAIP1_HUMAN,Q9H074,7,0,-Inf
sp|Q9H098|F107B_HUMAN,Q9H098,9,3,-1.5849625007211563
sp|Q9H0B6|KLC2_HUMAN,Q9H0B6,2,4,1
sp|Q9H0D6|XRN2_HUMAN,Q9H0D6,10,9,-0.15200309344504995
sp|Q9H0E2|TOLIP_HUMAN,Q9H0E2,2,1,-1
sp|Q9H0H5|RGAP1_HUMAN,Q9H0H5,7,8,0.19264507794239583
sp|Q9H0P0|5NT3A_HUMAN,Q9H0P0,3,1,-1.5849625007211563
sp|Q9H0U4|RAB1B_HUMAN,Q9H0U4,3,4,0.41503749927884376
sp|Q9H0U6|RM18_HUMAN,Q9H0U6,2,3,0.5849625007211562
sp|Q9H0W9|CK054_HUMAN,Q9H0W9,5,0,-Inf
sp|Q9H1B7|I2BPL_HUMAN,Q9H1B7,3,0,-Inf
sp|Q9H1E3|NUCKS_HUMAN,Q9H1E3,4,2,-1
sp|Q9H1E5|TMX4_HUMAN,Q9H1E5,2,1,-1
sp|Q9H223|EHD4_HUMAN,Q9H223,7,6,-0.22239242133644802
sp|Q9H2G2|SLK_HUMAN,Q9H2G2,6,8,0.41503749927884376
sp|Q9H2U2|IPYR2_HUMAN,Q9H2U2,9,9,0
sp|Q9H2W6|RM46_HUMAN,Q9H2W6,3,4,0.41503749927884376
sp|Q9H3K6|BOLA2_HUMAN,Q9H3K6,6,5,-0.2630344058337938
sp|Q9H3N1|TMX1_HUMAN,Q9H3N1,6,4,-0.5849625007211563
sp|Q9H3P2|NELFA_HUMAN,Q9H3P2,4,2,-1
sp|Q9H3P7|GCP60_HUMAN,Q9H3P7,3,7,1.222392421336448
sp|Q9H3S7|PTN23_HUMAN,Q9H3S7,6,0,-Inf
sp|Q9H3U1|UN45A_HUMAN,Q9H3U1,5,1,-2.321928094887362
sp|Q9H444|CHM4B_HUMAN,Q9H444,4,2,-1
sp|Q9H488|OFUT1_HUMAN,Q9H488,3,7,1.222392421336448
sp|Q9H4A3|WNK1_HUMAN,Q9H4A3,4,0,-Inf
sp|Q9H4A4|AMPB_HUMAN,Q9H4A4,21,15,-0.4854268271702417
sp|Q9H4A5|GLP3L_HUMAN,Q9H4A5,2,0,-Inf
sp|Q9H4A6|GOLP3_HUMAN,Q9H4A6,5,2,-1.3219280948873622
sp|Q9H4B7|TBB1_HUMAN,Q9H4B7,2,0,-Inf
sp|Q9H4G0|E41L1_HUMAN,Q9H4G0,9,10,0.15200309344505006
sp|Q9H4M9|EHD1_HUMAN,Q9H4M9,13,14,0.10691520391651188
sp|Q9H5Q4|TFB2M_HUMAN,Q9H5Q4,3,4,0.41503749927884376
sp|Q9H694|BICC1_HUMAN,Q9H694,5,1,-2.321928094887362
sp|Q9H6S3|ES8L2_HUMAN,Q9H6S3,13,4,-1.7004397181410922
sp|Q9H6T3|RPAP3_HUMAN,Q9H6T3,8,2,-2
sp|Q9H6Z4|RANB3_HUMAN,Q9H6Z4,4,4,0
sp|Q9H773|DCTP1_HUMAN,Q9H773,7,3,-1.222392421336448
sp|Q9H7E9|CH033_HUMAN,Q9H7E9,3,5,0.7369655941662062
sp|Q9H7Z7|PGES2_HUMAN,Q9H7Z7,6,9,0.5849625007211562
sp|Q9H814|PHAX_HUMAN,Q9H814,2,0,-Inf
sp|Q9H832|UBE2Z_HUMAN,Q9H832,8,6,-0.4150374992788438
sp|Q9H8Y8|GORS2_HUMAN,Q9H8Y8,4,3,-0.4150374992788438
sp|Q9H910|JUPI2_HUMAN,Q9H910,10,5,-1
sp|Q9H993|ARMT1_HUMAN,Q9H993,4,0,-Inf
sp|Q9H9B4|SFXN1_HUMAN,Q9H9B4,19,17,-0.1604646721932461
sp|Q9H9J2|RM44_HUMAN,Q9H9J2,4,2,-1
sp|Q9H9Q2|CSN7B_HUMAN,Q9H9Q2,3,0,-Inf
sp|Q9HA64|KT3K_HUMAN,Q9HA64,3,4,0.41503749927884376
sp|Q9HAV7|GRPE1_HUMAN,Q9HAV7,9,8,-0.16992500144231246
sp|Q9HB07|MYG1_HUMAN,Q9HB07,11,5,-1.137503523749935
sp|Q9HB40|RISC_HUMAN,Q9HB40,7,4,-0.8073549220576042
sp|Q9HB71|CYBP_HUMAN,Q9HB71,20,13,-0.6214883767462701
sp|Q9HBL7|PLRKT_HUMAN,Q9HBL7,7,4,-0.8073549220576042
sp|Q9HBL8|NMRL1_HUMAN,Q9HBL8,2,1,-1
sp|Q9HC35|EMAL4_HUMAN,Q9HC35,14,14,0
sp|Q9HC38|GLOD4_HUMAN,Q9HC38,19,9,-1.0780025120012733
sp|Q9HC52|CBX8_HUMAN,Q9HC52,3,0,-Inf
sp|Q9HCC0|MCCB_HUMAN,Q9HCC0,12,9,-0.4150374992788438
sp|Q9HCD5|NCOA5_HUMAN,Q9HCD5,5,0,-Inf
sp|Q9HD15|SRA1_HUMAN,Q9HD15,5,0,-Inf
sp|Q9HD26|GOPC_HUMAN,Q9HD26,4,0,-Inf
sp|Q9HD33|RM47_HUMAN,Q9HD33,2,3,0.5849625007211562
sp|Q9HDC9|APMAP_HUMAN,Q9HDC9,16,15,-0.09310940439148147
sp|Q9NP72|RAB18_HUMAN,Q9NP72,6,6,0
sp|Q9NP79|VTA1_HUMAN,Q9NP79,4,2,-1
sp|Q9NP81|SYSM_HUMAN,Q9NP81,9,15,0.7369655941662062
sp|Q9NP97|DLRB1_HUMAN,Q9NP97,7,3,-1.222392421336448
sp|Q9NPA3|M1IP1_HUMAN,Q9NPA3,3,0,-Inf
sp|Q9NPA8|ENY2_HUMAN,Q9NPA8,7,2,-1.8073549220576042
sp|Q9NPE3|NOP10_HUMAN,Q9NPE3,4,2,-1
sp|Q9NPJ3|ACO13_HUMAN,Q9NPJ3,3,3,0
sp|Q9NPQ8|RIC8A_HUMAN,Q9NPQ8,5,2,-1.3219280948873622
sp|Q9NQ29|LUC7L_HUMAN,Q9NQ29,4,2,-1
sp|Q9NQ88|TIGAR_HUMAN,Q9NQ88,4,1,-2
sp|Q9NQC3|RTN4_HUMAN,Q9NQC3,10,8,-0.3219280948873623
sp|Q9NQG5|RPR1B_HUMAN,Q9NQG5,9,3,-1.5849625007211563
sp|Q9NQP4|PFD4_HUMAN,Q9NQP4,3,3,0
sp|Q9NQR4|NIT2_HUMAN,Q9NQR4,16,9,-0.8300749985576876
sp|Q9NQS1|AVEN_HUMAN,Q9NQS1,2,0,-Inf
sp|Q9NQT4|EXOS5_HUMAN,Q9NQT4,5,2,-1.3219280948873622
sp|Q9NQW7|XPP1_HUMAN,Q9NQW7,6,2,-1.5849625007211563
sp|Q9NR12|PDLI7_HUMAN,Q9NR12,5,2,-1.3219280948873622
sp|Q9NR28|DBLOH_HUMAN,Q9NR28,8,9,0.16992500144231237
sp|Q9NR30|DDX21_HUMAN,Q9NR30,7,23,1.7162070339994087
sp|Q9NR31|SAR1A_HUMAN,Q9NR31,7,10,0.5145731728297582
sp|Q9NR45|SIAS_HUMAN,Q9NR45,11,5,-1.137503523749935
sp|Q9NR46|SHLB2_HUMAN,Q9NR46,5,5,0
sp|Q9NR50|EI2BG_HUMAN,Q9NR50,4,4,0
sp|Q9NR56|MBNL1_HUMAN,Q9NR56,8,1,-3
sp|Q9NRF9|DPOE3_HUMAN,Q9NRF9,3,0,-Inf
sp|Q9NRG0|CHRC1_HUMAN,Q9NRG0,3,2,-0.5849625007211563
sp|Q9NRN7|ADPPT_HUMAN,Q9NRN7,2,2,0
sp|Q9NRR5|UBQL4_HUMAN,Q9NRR5,2,1,-1
sp|Q9NRV9|HEBP1_HUMAN,Q9NRV9,6,2,-1.5849625007211563
sp|Q9NRW7|VPS45_HUMAN,Q9NRW7,3,0,-Inf
sp|Q9NRX2|RM17_HUMAN,Q9NRX2,3,3,0
sp|Q9NRX4|PHP14_HUMAN,Q9NRX4,6,2,-1.5849625007211563
sp|Q9NS69|TOM22_HUMAN,Q9NS69,7,5,-0.4854268271702417
sp|Q9NSD9|SYFB_HUMAN,Q9NSD9,11,12,0.12553088208385882
sp|Q9NSE4|SYIM_HUMAN,Q9NSE4,5,19,1.925999418556223
sp|Q9NSK0|KLC4_HUMAN,Q9NSK0,2,0,-Inf
sp|Q9NTJ3|SMC4_HUMAN,Q9NTJ3,4,11,1.4594316186372973
sp|Q9NTK5|OLA1_HUMAN,Q9NTK5,15,10,-0.5849625007211563
sp|Q9NTM9|CUTC_HUMAN,Q9NTM9,2,1,-1
sp|Q9NTZ6|RBM12_HUMAN,Q9NTZ6,10,2,-2.321928094887362
sp|Q9NUI1|DECR2_HUMAN,Q9NUI1,6,5,-0.2630344058337938
sp|Q9NUJ1|ABHDA_HUMAN,Q9NUJ1,4,4,0
sp|Q9NUJ3|T11L1_HUMAN,Q9NUJ3,2,3,0.5849625007211562
sp|Q9NUP9|LIN7C_HUMAN,Q9NUP9,3,3,0
sp|Q9NUQ6|SPS2L_HUMAN,Q9NUQ6,4,2,-1
sp|Q9NUQ9|CYRIB_HUMAN,Q9NUQ9,9,5,-0.84799690655495
sp|Q9NUU7|DD19A_HUMAN,Q9NUU7,8,4,-1
sp|Q9NVA2|SEP11_HUMAN,Q9NVA2,14,8,-0.8073549220576042
sp|Q9NVD7|PARVA_HUMAN,Q9NVD7,4,1,-2
sp|Q9NVI7|ATD3A_HUMAN,Q9NVI7,12,14,0.22239242133644802
sp|Q9NVJ2|ARL8B_HUMAN,Q9NVJ2,4,5,0.32192809488736235
sp|Q9NVX2|NLE1_HUMAN,Q9NVX2,3,0,-Inf
sp|Q9NW64|RBM22_HUMAN,Q9NW64,3,0,-Inf
sp|Q9NW81|DMAC2_HUMAN,Q9NW81,2,1,-1
sp|Q9NWH9|SLTM_HUMAN,Q9NWH9,3,5,0.7369655941662062
sp|Q9NWV4|CZIB_HUMAN,Q9NWV4,4,0,-Inf
sp|Q9NX02|NALP2_HUMAN,Q9NX02,6,4,-0.5849625007211563
sp|Q9NX14|NDUBB_HUMAN,Q9NX14,2,2,0
sp|Q9NX40|OCAD1_HUMAN,Q9NX40,7,3,-1.222392421336448
sp|Q9NX55|HYPK_HUMAN,Q9NX55,4,0,-Inf
sp|Q9NX62|IMPA3_HUMAN,Q9NX62,1,3,1.584962500721156
sp|Q9NX63|MIC19_HUMAN,Q9NX63,11,11,0
sp|Q9NXG2|THUM1_HUMAN,Q9NXG2,9,3,-1.5849625007211563
sp|Q9NXW2|DJB12_HUMAN,Q9NXW2,3,2,-0.5849625007211563
sp|Q9NY12|GAR1_HUMAN,Q9NY12,2,3,0.5849625007211562
sp|Q9NY27|PP4R2_HUMAN,Q9NY27,4,0,-Inf
sp|Q9NY33|DPP3_HUMAN,Q9NY33,9,8,-0.16992500144231246
sp|Q9NYF8|BCLF1_HUMAN,Q9NYF8,4,8,1
sp|Q9NYJ1|COA4_HUMAN,Q9NYJ1,2,0,-Inf
sp|Q9NYK5|RM39_HUMAN,Q9NYK5,8,6,-0.4150374992788438
sp|Q9NYL9|TMOD3_HUMAN,Q9NYL9,15,7,-1.0995356735509143
sp|Q9NYU2|UGGG1_HUMAN,Q9NYU2,7,18,1.3625700793847084
sp|Q9NZ01|TECR_HUMAN,Q9NZ01,6,11,0.874469117916141
sp|Q9NZ45|CISD1_HUMAN,Q9NZ45,3,4,0.41503749927884376
sp|Q9NZB2|F120A_HUMAN,Q9NZB2,7,11,0.6520766965796931
sp|Q9NZI8|IF2B1_HUMAN,Q9NZI8,23,16,-0.523561956057013
sp|Q9NZL4|HPBP1_HUMAN,Q9NZL4,7,0,-Inf
sp|Q9NZL9|MAT2B_HUMAN,Q9NZL9,8,4,-1
sp|Q9NZM1|MYOF_HUMAN,Q9NZM1,26,50,0.9434164716336326
sp|Q9NZN4|EHD2_HUMAN,Q9NZN4,17,21,0.30485458152842093
sp|Q9NZN8|CNOT2_HUMAN,Q9NZN8,2,0,-Inf
sp|Q9NZT2|OGFR_HUMAN,Q9NZT2,4,1,-2
sp|Q9NZU5|LMCD1_HUMAN,Q9NZU5,10,0,-Inf
sp|Q9NZW5|PALS2_HUMAN,Q9NZW5,6,4,-0.5849625007211563
sp|Q9NZZ3|CHMP5_HUMAN,Q9NZZ3,2,2,0
sp|Q9P000|COMD9_HUMAN,Q9P000,4,0,-Inf
sp|Q9P013|CWC15_HUMAN,Q9P013,3,1,-1.5849625007211563
sp|Q9P015|RM15_HUMAN,Q9P015,3,6,1
sp|Q9P0I2|EMC3_HUMAN,Q9P0I2,5,6,0.2630344058337938
sp|Q9P0J0|NDUAD_HUMAN,Q9P0J0,4,3,-0.4150374992788438
sp|Q9P0K7|RAI14_HUMAN,Q9P0K7,5,10,1
sp|Q9P0L0|VAPA_HUMAN,Q9P0L0,13,9,-0.5305147166987798
sp|Q9P0V9|SEP10_HUMAN,Q9P0V9,3,5,0.7369655941662062
sp|Q9P258|RCC2_HUMAN,Q9P258,13,9,-0.5305147166987798
sp|Q9P287|BCCIP_HUMAN,Q9P287,3,2,-0.5849625007211563
sp|Q9P2E9|RRBP1_HUMAN,Q9P2E9,36,44,0.289506617194985
sp|Q9P2J5|SYLC_HUMAN,Q9P2J5,16,15,-0.09310940439148147
sp|Q9P2K5|MYEF2_HUMAN,Q9P2K5,4,1,-2
sp|Q9P2N5|RBM27_HUMAN,Q9P2N5,5,0,-Inf
sp|Q9P2R3|ANFY1_HUMAN,Q9P2R3,5,3,-0.7369655941662062
sp|Q9P2R7|SUCB1_HUMAN,Q9P2R7,11,10,-0.13750352374993496
sp|Q9P2T1|GMPR2_HUMAN,Q9P2T1,6,2,-1.5849625007211563
sp|Q9UBB4|ATX10_HUMAN,Q9UBB4,7,1,-2.807354922057604
sp|Q9UBC2|EP15R_HUMAN,Q9UBC2,6,4,-0.5849625007211563
sp|Q9UBE0|SAE1_HUMAN,Q9UBE0,14,8,-0.8073549220576042
sp|Q9UBF2|COPG2_HUMAN,Q9UBF2,1,3,1.584962500721156
sp|Q9UBF6|RBX2_HUMAN,Q9UBF6,3,0,-Inf
sp|Q9UBG0|MRC2_HUMAN,Q9UBG0,6,3,-1
sp|Q9UBI1|COMD3_HUMAN,Q9UBI1,7,0,-Inf
sp|Q9UBI6|GBG12_HUMAN,Q9UBI6,9,12,0.41503749927884376
sp|Q9UBK9|UXT_HUMAN,Q9UBK9,3,1,-1.5849625007211563
sp|Q9UBP9|GULP1_HUMAN,Q9UBP9,2,0,-Inf
sp|Q9UBQ0|VPS29_HUMAN,Q9UBQ0,7,1,-2.807354922057604
sp|Q9UBQ5|EIF3K_HUMAN,Q9UBQ5,7,2,-1.8073549220576042
sp|Q9UBQ7|GRHPR_HUMAN,Q9UBQ7,14,12,-0.22239242133644802
sp|Q9UBR2|CATZ_HUMAN,Q9UBR2,6,3,-1
sp|Q9UBS4|DJB11_HUMAN,Q9UBS4,4,5,0.32192809488736235
sp|Q9UBT2|SAE2_HUMAN,Q9UBT2,20,10,-1
sp|Q9UBU8|MO4L1_HUMAN,Q9UBU8,3,0,-Inf
sp|Q9UBU9|NXF1_HUMAN,Q9UBU9,1,1,0
sp|Q9UBV2|SE1L1_HUMAN,Q9UBV2,3,3,0
sp|Q9UBV8|PEF1_HUMAN,Q9UBV8,4,2,-1
sp|Q9UBW8|CSN7A_HUMAN,Q9UBW8,3,0,-Inf
sp|Q9UBX3|DIC_HUMAN,Q9UBX3,4,6,0.5849625007211562
sp|Q9UDT6|CLIP2_HUMAN,Q9UDT6,11,2,-2.4594316186372973
sp|Q9UEY8|ADDG_HUMAN,Q9UEY8,2,0,-Inf
sp|Q9UFN0|NPS3A_HUMAN,Q9UFN0,5,3,-0.7369655941662062
sp|Q9UGI8|TES_HUMAN,Q9UGI8,10,3,-1.7369655941662063
sp|Q9UGP4|LIMD1_HUMAN,Q9UGP4,4,0,-Inf
sp|Q9UGV2|NDRG3_HUMAN,Q9UGV2,6,2,-1.5849625007211563
sp|Q9UH65|SWP70_HUMAN,Q9UH65,6,1,-2.584962500721156
sp|Q9UHB9|SRP68_HUMAN,Q9UHB9,10,15,0.5849625007211562
sp|Q9UHD1|CHRD1_HUMAN,Q9UHD1,12,10,-0.2630344058337938
sp|Q9UHD8|SEPT9_HUMAN,Q9UHD8,25,14,-0.8365012677171204
sp|Q9UHD9|UBQL2_HUMAN,Q9UHD9,3,0,-Inf
sp|Q9UHG3|PCYOX_HUMAN,Q9UHG3,12,13,0.11547721741993588
sp|Q9UHL4|DPP2_HUMAN,Q9UHL4,2,2,0
sp|Q9UHN6|CEIP2_HUMAN,Q9UHN6,3,5,0.7369655941662062
sp|Q9UHR4|BI2L1_HUMAN,Q9UHR4,4,0,-Inf
sp|Q9UHR5|S30BP_HUMAN,Q9UHR5,4,0,-Inf
sp|Q9UHV9|PFD2_HUMAN,Q9UHV9,6,0,-Inf
sp|Q9UHX1|PUF60_HUMAN,Q9UHX1,16,9,-0.8300749985576876
sp|Q9UI09|NDUAC_HUMAN,Q9UI09,7,9,0.36257007938470837
sp|Q9UI30|TR112_HUMAN,Q9UI30,8,2,-2
sp|Q9UIA9|XPO7_HUMAN,Q9UIA9,5,7,0.48542682717024166
sp|Q9UII2|ATIF1_HUMAN,Q9UII2,4,3,-0.4150374992788438
sp|Q9UIJ7|KAD3_HUMAN,Q9UIJ7,9,15,0.7369655941662062
sp|Q9UIQ6|LCAP_HUMAN,Q9UIQ6,4,2,-1
sp|Q9UIV1|CNOT7_HUMAN,Q9UIV1,2,1,-1
sp|Q9UJ72|ANX10_HUMAN,Q9UJ72,3,0,-Inf
sp|Q9UJA5|TRM6_HUMAN,Q9UJA5,5,4,-0.3219280948873623
sp|Q9UJS0|S2513_HUMAN,Q9UJS0,3,15,2.321928094887362
sp|Q9UJU6|DBNL_HUMAN,Q9UJU6,15,7,-1.0995356735509143
sp|Q9UJV9|DDX41_HUMAN,Q9UJV9,3,5,0.7369655941662062
sp|Q9UJZ1|STML2_HUMAN,Q9UJZ1,16,16,0
sp|Q9UK41|VPS28_HUMAN,Q9UK41,4,0,-Inf
sp|Q9UK45|LSM7_HUMAN,Q9UK45,4,1,-2
sp|Q9UK76|JUPI1_HUMAN,Q9UK76,4,1,-2
sp|Q9UKB3|DJC12_HUMAN,Q9UKB3,3,0,-Inf
sp|Q9UKD2|MRT4_HUMAN,Q9UKD2,5,9,0.8479969065549501
sp|Q9UKI9|PO2F3_HUMAN,Q9UKI9,2,0,-Inf
sp|Q9UKK9|NUDT5_HUMAN,Q9UKK9,6,3,-1
sp|Q9UKL0|RCOR1_HUMAN,Q9UKL0,3,2,-0.5849625007211563
sp|Q9UKM9|RALY_HUMAN,Q9UKM9,8,10,0.32192809488736235
sp|Q9UKS6|PACN3_HUMAN,Q9UKS6,2,0,-Inf
sp|Q9UKV3|ACINU_HUMAN,Q9UKV3,15,7,-1.0995356735509143
sp|Q9UKX7|NUP50_HUMAN,Q9UKX7,8,2,-2
sp|Q9UKY7|CDV3_HUMAN,Q9UKY7,6,4,-0.5849625007211563
sp|Q9UL25|RAB21_HUMAN,Q9UL25,4,3,-0.4150374992788438
sp|Q9UL46|PSME2_HUMAN,Q9UL46,17,7,-1.2801079191927354
sp|Q9ULC4|MCTS1_HUMAN,Q9ULC4,11,0,-Inf
sp|Q9ULD2|MTUS1_HUMAN,Q9ULD2,4,6,0.5849625007211562
sp|Q9ULV4|COR1C_HUMAN,Q9ULV4,14,12,-0.22239242133644802
sp|Q9UM00|TMCO1_HUMAN,Q9UM00,4,5,0.32192809488736235
sp|Q9UM22|EPDR1_HUMAN,Q9UM22,5,3,-0.7369655941662062
sp|Q9UMS0|NFU1_HUMAN,Q9UMS0,3,1,-1.5849625007211563
sp|Q9UMS4|PRP19_HUMAN,Q9UMS4,16,7,-1.1926450779423958
sp|Q9UMX0|UBQL1_HUMAN,Q9UMX0,11,4,-1.4594316186372973
sp|Q9UMX5|NENF_HUMAN,Q9UMX5,8,4,-1
sp|Q9UMY4|SNX12_HUMAN,Q9UMY4,4,3,-0.4150374992788438
sp|Q9UN37|VPS4A_HUMAN,Q9UN37,3,1,-1.5849625007211563
sp|Q9UN86|G3BP2_HUMAN,Q9UN86,8,3,-1.415037499278844
sp|Q9UNE7|CHIP_HUMAN,Q9UNE7,3,3,0
sp|Q9UNF0|PACN2_HUMAN,Q9UNF0,16,5,-1.6780719051126376
sp|Q9UNF1|MAGD2_HUMAN,Q9UNF1,8,6,-0.4150374992788438
sp|Q9UNH7|SNX6_HUMAN,Q9UNH7,13,7,-0.8930847960834881
sp|Q9UNK0|STX8_HUMAN,Q9UNK0,3,4,0.41503749927884376
sp|Q9UNM6|PSD13_HUMAN,Q9UNM6,25,18,-0.4739311883324124
sp|Q9UNN8|EPCR_HUMAN,Q9UNN8,7,2,-1.8073549220576042
sp|Q9UNQ0|ABCG2_HUMAN,Q9UNQ0,3,5,0.7369655941662062
sp|Q9UNS2|CSN3_HUMAN,Q9UNS2,7,4,-0.8073549220576042
sp|Q9UNZ2|NSF1C_HUMAN,Q9UNZ2,19,9,-1.0780025120012733
sp|Q9UP83|COG5_HUMAN,Q9UP83,2,0,-Inf
sp|Q9UPN9|TRI33_HUMAN,Q9UPN9,2,0,-Inf
sp|Q9UPQ0|LIMC1_HUMAN,Q9UPQ0,2,0,-Inf
sp|Q9UPT5|EXOC7_HUMAN,Q9UPT5,9,5,-0.84799690655495
sp|Q9UQ80|PA2G4_HUMAN,Q9UQ80,38,20,-0.9259994185562233
sp|Q9UQN3|CHM2B_HUMAN,Q9UQN3,3,3,0
sp|Q9Y221|NIP7_HUMAN,Q9Y221,3,1,-1.5849625007211563
sp|Q9Y223|GLCNE_HUMAN,Q9Y223,4,4,0
sp|Q9Y224|RTRAF_HUMAN,Q9Y224,16,8,-1
sp|Q9Y230|RUVB2_HUMAN,Q9Y230,24,28,0.22239242133644802
sp|Q9Y237|PIN4_HUMAN,Q9Y237,4,1,-2
sp|Q9Y262|EIF3L_HUMAN,Q9Y262,13,16,0.29956028185890793
sp|Q9Y265|RUVB1_HUMAN,Q9Y265,25,24,-0.058893689053568565
sp|Q9Y266|NUDC_HUMAN,Q9Y266,17,6,-1.5025003405291832
sp|Q9Y277|VDAC3_HUMAN,Q9Y277,10,12,0.2630344058337938
sp|Q9Y281|COF2_HUMAN,Q9Y281,9,5,-0.84799690655495
sp|Q9Y285|SYFA_HUMAN,Q9Y285,8,7,-0.19264507794239588
sp|Q9Y295|DRG1_HUMAN,Q9Y295,4,4,0
sp|Q9Y296|TPPC4_HUMAN,Q9Y296,3,4,0.41503749927884376
sp|Q9Y2A7|NCKP1_HUMAN,Q9Y2A7,6,10,0.7369655941662062
sp|Q9Y2B0|CNPY2_HUMAN,Q9Y2B0,9,8,-0.16992500144231246
sp|Q9Y2H0|DLGP4_HUMAN,Q9Y2H0,4,0,-Inf
sp|Q9Y2Q3|GSTK1_HUMAN,Q9Y2Q3,9,9,0
sp|Q9Y2R0|COA3_HUMAN,Q9Y2R0,7,6,-0.22239242133644802
sp|Q9Y2R9|RT07_HUMAN,Q9Y2R9,7,5,-0.4854268271702417
sp|Q9Y2S6|TMA7_HUMAN,Q9Y2S6,2,0,-Inf
sp|Q9Y2S7|PDIP2_HUMAN,Q9Y2S7,7,6,-0.22239242133644802
sp|Q9Y2T2|AP3M1_HUMAN,Q9Y2T2,4,0,-Inf
sp|Q9Y2V2|CHSP1_HUMAN,Q9Y2V2,4,2,-1
sp|Q9Y2V7|COG6_HUMAN,Q9Y2V7,2,0,-Inf
sp|Q9Y2W1|TR150_HUMAN,Q9Y2W1,6,12,1
sp|Q9Y2W2|WBP11_HUMAN,Q9Y2W2,6,0,-Inf
sp|Q9Y2X7|GIT1_HUMAN,Q9Y2X7,6,2,-1.5849625007211563
sp|Q9Y2Z0|SGT1_HUMAN,Q9Y2Z0,7,3,-1.222392421336448
sp|Q9Y2Z4|SYYM_HUMAN,Q9Y2Z4,3,6,1
sp|Q9Y305|ACOT9_HUMAN,Q9Y305,13,14,0.10691520391651188
sp|Q9Y312|AAR2_HUMAN,Q9Y312,2,0,-Inf
sp|Q9Y314|NOSIP_HUMAN,Q9Y314,6,0,-Inf
sp|Q9Y315|DEOC_HUMAN,Q9Y315,3,2,-0.5849625007211563
sp|Q9Y320|TMX2_HUMAN,Q9Y320,3,3,0
sp|Q9Y333|LSM2_HUMAN,Q9Y333,4,1,-2
sp|Q9Y376|CAB39_HUMAN,Q9Y376,4,1,-2
sp|Q9Y383|LC7L2_HUMAN,Q9Y383,10,9,-0.15200309344504995
sp|Q9Y394|DHRS7_HUMAN,Q9Y394,3,6,1
sp|Q9Y399|RT02_HUMAN,Q9Y399,7,3,-1.222392421336448
sp|Q9Y3A3|PHOCN_HUMAN,Q9Y3A3,3,0,-Inf
sp|Q9Y3A5|SBDS_HUMAN,Q9Y3A5,5,4,-0.3219280948873623
sp|Q9Y3B2|EXOS1_HUMAN,Q9Y3B2,5,2,-1.3219280948873622
sp|Q9Y3B3|TMED7_HUMAN,Q9Y3B3,7,9,0.36257007938470837
sp|Q9Y3B4|SF3B6_HUMAN,Q9Y3B4,6,5,-0.2630344058337938
sp|Q9Y3B7|RM11_HUMAN,Q9Y3B7,9,6,-0.5849625007211563
sp|Q9Y3C6|PPIL1_HUMAN,Q9Y3C6,6,2,-1.5849625007211563
sp|Q9Y3C8|UFC1_HUMAN,Q9Y3C8,3,0,-Inf
sp|Q9Y3D0|CIA2B_HUMAN,Q9Y3D0,3,0,-Inf
sp|Q9Y3D6|FIS1_HUMAN,Q9Y3D6,3,3,0
